#long lat depth rake slip_deficit_mm/yr uncertainty_mm/yr
174.164 -42.335 -9.30 305.623 1.381 9.99662
174.147 -42.326 -9.90 305.437 3.144 9.99928
174.130 -42.316 -10.50 305.251 4.909 10.0029
174.113 -42.306 -11.10 305.064 6.675 10.0065
174.097 -42.297 -11.70 304.878 8.442 10.0102
174.104 -42.376 -9.30 301.401 1.375 9.96895
174.087 -42.366 -9.90 301.319 3.129 9.97161
174.071 -42.357 -10.50 301.237 4.884 9.97549
174.054 -42.347 -11.10 301.155 6.640 9.97913
174.037 -42.338 -11.70 301.073 8.397 9.98277
174.046 -42.418 -9.30 301.461 1.363 9.94057
174.030 -42.408 -9.90 301.379 3.097 9.94445
174.013 -42.399 -10.50 301.296 4.832 9.94712
173.997 -42.389 -11.10 301.214 6.569 9.95076
173.980 -42.380 -11.70 301.132 8.306 9.95441
173.988 -42.459 -9.30 301.521 1.352 9.91219
173.972 -42.450 -9.90 301.439 3.066 9.91608
173.956 -42.441 -10.50 301.357 4.781 9.91972
173.939 -42.431 -11.10 301.274 6.498 9.9224
173.923 -42.422 -11.70 301.192 8.215 9.92606
173.931 -42.501 -9.30 301.582 1.341 9.88383
173.915 -42.492 -9.90 301.500 3.035 9.88772
173.898 -42.483 -10.50 301.417 4.730 9.89137
173.882 -42.473 -11.10 301.334 6.427 9.89406
173.866 -42.464 -11.70 301.252 8.125 9.89772
173.873 -42.543 -9.30 301.643 1.330 9.85645
173.857 -42.534 -9.90 301.561 3.004 9.85937
173.841 -42.525 -10.50 301.478 4.680 9.86303
173.825 -42.515 -11.10 301.395 6.356 9.8667
173.809 -42.506 -11.70 301.312 8.034 9.86963
173.815 -42.585 -9.30 301.823 1.238 9.35636
173.799 -42.576 -9.90 301.688 2.810 9.46523
173.783 -42.567 -10.50 301.554 4.417 9.57314
173.768 -42.557 -11.10 301.420 6.060 9.68081
173.752 -42.548 -11.70 301.287 7.739 9.78968
173.757 -42.627 -9.30 302.452 1.072 8.38719
173.742 -42.618 -9.90 302.173 2.467 8.7038
173.726 -42.609 -10.50 301.906 3.961 9.02169
173.710 -42.600 -11.10 301.649 5.554 9.33843
173.694 -42.590 -11.70 301.402 7.246 9.65643
173.700 -42.669 -9.30 303.245 0.915 7.41831
173.684 -42.660 -9.90 302.751 2.146 7.94432
173.668 -42.651 -10.50 302.304 3.530 8.47063
173.653 -42.642 -11.10 301.896 5.070 8.99719
173.637 -42.633 -11.70 301.520 6.764 9.52299
173.642 -42.711 -9.30 304.277 0.767 6.45108
173.626 -42.702 -9.90 303.451 1.844 7.18462
173.611 -42.693 -10.50 302.758 3.124 7.91906
173.595 -42.684 -11.10 302.162 4.607 8.65516
173.580 -42.675 -11.70 301.642 6.293 9.39079
173.584 -42.753 -9.30 305.672 0.628 5.48687
173.569 -42.744 -9.90 304.317 1.564 6.42743
173.553 -42.735 -10.50 303.279 2.743 7.36905
173.538 -42.726 -11.10 302.450 4.165 8.31332
173.522 -42.717 -11.70 301.767 5.832 9.25766
173.526 -42.794 -9.30 307.660 0.498 4.52728
173.511 -42.786 -9.90 305.414 1.304 5.67092
173.496 -42.777 -10.50 303.884 2.386 6.81994
173.480 -42.768 -11.10 302.763 3.745 7.97172
173.465 -42.759 -11.70 301.896 5.382 9.12555
173.468 -42.836 -9.30 309.119 0.394 3.99212
173.453 -42.828 -9.90 306.302 1.050 5.13149
173.438 -42.819 -10.50 304.471 1.949 6.27816
173.423 -42.810 -11.10 303.172 3.093 7.42757
173.408 -42.801 -11.70 302.192 4.481 8.58049
173.410 -42.878 -9.30 309.579 0.313 3.87627
173.395 -42.870 -9.90 307.023 0.805 4.80663
173.380 -42.861 -10.50 305.261 1.459 5.74289
173.365 -42.852 -11.10 303.963 2.276 6.68276
173.350 -42.844 -11.70 302.958 3.258 7.6246
173.353 -42.920 -9.30 310.068 0.236 3.75959
173.338 -42.912 -9.90 307.847 0.584 4.48264
173.323 -42.903 -10.50 306.213 1.029 5.20911
173.308 -42.894 -11.10 304.953 1.573 5.93836
173.293 -42.886 -11.70 303.944 2.217 6.67047
173.295 -42.962 -9.30 310.588 0.164 3.64429
173.280 -42.954 -9.90 308.800 0.387 4.15974
173.265 -42.945 -10.50 307.382 0.660 4.67708
173.251 -42.937 -11.10 306.225 0.984 5.19724
173.236 -42.928 -11.70 305.259 1.357 5.71896
173.237 -43.004 -9.30 311.142 0.095 3.52922
173.222 -42.996 -9.90 309.912 0.214 3.83818
173.208 -42.987 -10.50 308.850 0.351 4.14738
173.193 -42.979 -11.10 307.920 0.506 4.45856
173.178 -42.970 -11.70 307.097 0.679 4.77067
173.179 -43.046 -9.30 311.733 0.031 3.41359
173.165 -43.038 -9.90 311.228 0.065 3.51733
173.150 -43.029 -10.50 310.745 0.102 3.6223
173.136 -43.021 -11.10 310.284 0.141 3.72642
173.121 -43.012 -11.70 309.841 0.182 2.87677
179.519 -36.898 -12.30 299.917 0.205 49.1891
179.496 -36.884 -12.90 299.943 0.205 49.2171
179.473 -36.871 -13.50 299.969 0.205 49.246
179.450 -36.858 -14.10 299.994 0.205 49.2741
179.427 -36.844 -14.70 300.020 0.205 49.3031
179.487 -36.953 -12.30 299.965 0.614 49.0894
179.464 -36.939 -12.90 299.991 0.614 49.1174
179.441 -36.926 -13.50 300.017 0.614 49.1453
179.418 -36.913 -14.10 300.042 0.615 49.1744
179.395 -36.899 -14.70 300.068 0.615 49.2024
179.456 -37.008 -12.30 300.013 1.021 48.9887
179.433 -36.994 -12.90 300.039 1.021 49.0177
179.409 -36.981 -13.50 300.065 1.022 49.0457
179.386 -36.968 -14.10 300.091 1.022 49.0748
179.363 -36.954 -14.70 300.116 1.023 49.1028
179.424 -37.063 -12.30 300.062 1.426 48.8891
179.401 -37.049 -12.90 300.088 1.427 48.9171
179.378 -37.036 -13.50 300.113 1.428 48.9461
179.355 -37.023 -14.10 300.139 1.428 48.9742
179.332 -37.009 -14.70 300.165 1.429 49.0033
179.392 -37.118 -12.30 300.110 1.830 48.7895
179.369 -37.104 -12.90 300.136 1.831 48.8175
179.346 -37.091 -13.50 300.162 1.832 48.8465
179.323 -37.078 -14.10 300.188 1.833 48.8747
179.300 -37.064 -14.70 300.214 1.834 48.9037
179.360 -37.173 -12.30 300.159 2.232 48.6889
179.337 -37.159 -12.90 300.185 2.233 48.718
179.314 -37.146 -13.50 300.211 2.234 48.746
179.291 -37.133 -14.10 300.237 2.236 48.7752
179.268 -37.119 -14.70 300.262 2.237 48.8032
179.327 -37.223 -12.15 316.639 2.455 49.1053
179.315 -37.216 -12.45 318.659 2.456 49.1227
179.302 -37.209 -12.75 320.678 2.457 49.1401
179.290 -37.201 -13.05 322.698 2.458 49.1576
179.277 -37.194 -13.35 324.717 2.459 49.175
179.264 -37.187 -13.65 326.737 2.460 49.1925
179.252 -37.180 -13.95 328.757 2.460 49.2089
179.239 -37.172 -14.25 330.776 2.461 49.2264
179.227 -37.165 -14.55 332.796 2.462 49.2438
179.214 -37.158 -14.85 334.815 2.463 49.2613
179.282 -37.262 -12.15 313.395 2.509 50.1747
179.267 -37.254 -12.45 315.439 2.510 50.1961
179.252 -37.245 -12.75 317.482 2.511 50.2175
179.238 -37.237 -13.05 319.526 2.512 50.2389
179.223 -37.228 -13.35 321.570 2.513 50.2604
179.209 -37.220 -13.65 323.614 2.514 50.2819
179.194 -37.211 -13.95 325.658 2.515 50.3035
179.179 -37.203 -14.25 327.701 2.516 50.3251
179.165 -37.194 -14.55 329.745 2.517 50.3467
179.150 -37.186 -14.85 331.789 2.518 50.3684
179.236 -37.301 -12.15 310.295 2.570 51.397
179.219 -37.291 -12.45 312.363 2.571 51.4201
179.203 -37.282 -12.75 314.430 2.572 51.4442
179.186 -37.272 -13.05 316.497 2.573 51.4675
179.169 -37.262 -13.35 318.565 2.575 51.4908
179.153 -37.253 -13.65 320.632 2.576 51.5143
179.136 -37.243 -13.95 322.699 2.577 51.5387
179.119 -37.234 -14.25 324.766 2.578 51.5623
179.102 -37.224 -14.55 326.833 2.579 51.586
179.086 -37.214 -14.85 328.900 2.581 51.6107
179.190 -37.340 -12.15 307.348 2.638 52.7624
179.171 -37.329 -12.45 309.438 2.639 52.7861
179.153 -37.318 -12.75 311.527 2.640 52.809
179.134 -37.307 -13.05 313.617 2.642 52.8329
179.115 -37.297 -13.35 315.707 2.643 52.8561
179.097 -37.286 -13.65 317.796 2.644 52.8804
179.078 -37.275 -13.95 319.886 2.645 52.9038
179.059 -37.264 -14.25 321.975 2.646 52.9284
179.040 -37.253 -14.55 324.065 2.648 52.9521
179.022 -37.243 -14.85 326.154 2.649 52.977
179.144 -37.379 -12.15 304.556 2.713 54.2613
179.124 -37.367 -12.45 306.667 2.714 54.2816
179.103 -37.355 -12.75 308.778 2.715 54.3033
179.082 -37.343 -13.05 310.889 2.716 54.325
179.061 -37.331 -13.35 312.999 2.717 54.3461
179.041 -37.319 -13.65 315.110 2.718 54.3683
179.020 -37.307 -13.95 317.220 2.720 54.3908
178.999 -37.295 -14.25 319.331 2.721 54.4135
178.978 -37.283 -14.55 321.441 2.722 54.4355
178.957 -37.271 -14.85 323.551 2.723 54.4587
179.099 -37.418 -12.15 301.920 2.794 55.8808
179.076 -37.405 -12.45 304.051 2.795 55.8981
179.053 -37.391 -12.75 306.181 2.796 55.9156
179.030 -37.378 -13.05 308.311 2.797 55.9335
179.007 -37.365 -13.35 310.442 2.798 55.9518
178.985 -37.352 -13.65 312.572 2.798 55.9704
178.962 -37.339 -13.95 314.702 2.799 55.9891
178.939 -37.325 -14.25 316.832 2.800 56.0073
178.916 -37.312 -14.55 318.962 2.801 56.0268
178.893 -37.299 -14.85 321.091 2.802 56.0465
179.053 -37.457 -12.15 299.438 2.881 57.6119
179.028 -37.442 -12.45 301.586 2.881 57.6233
179.003 -37.428 -12.75 303.735 2.882 57.6364
178.978 -37.414 -13.05 305.883 2.882 57.6488
178.953 -37.399 -13.35 308.031 2.883 57.6617
178.929 -37.385 -13.65 310.179 2.884 57.675
178.904 -37.370 -13.95 312.327 2.884 57.6887
178.879 -37.356 -14.25 314.475 2.885 57.7025
178.854 -37.342 -14.55 316.623 2.886 57.717
178.829 -37.327 -14.85 318.771 2.887 57.7329
179.007 -37.496 -12.15 297.105 2.972 59.4455
178.980 -37.480 -12.45 299.269 2.973 59.45
178.953 -37.465 -12.75 301.434 2.973 59.4551
178.926 -37.449 -13.05 303.599 2.973 59.4616
178.900 -37.433 -13.35 305.763 2.973 59.4676
178.873 -37.418 -13.65 307.928 2.974 59.4742
178.846 -37.402 -13.95 310.092 2.974 59.4823
178.819 -37.387 -14.25 312.257 2.975 59.4899
178.792 -37.371 -14.55 314.421 2.975 59.498
178.765 -37.356 -14.85 316.586 2.975 59.5077
178.962 -37.535 -12.15 294.914 3.069 61.3708
178.933 -37.518 -12.45 297.094 3.068 61.3681
178.904 -37.501 -12.75 299.273 3.068 61.3649
178.875 -37.484 -13.05 301.453 3.068 61.3632
178.846 -37.468 -13.35 303.632 3.068 61.3612
178.817 -37.451 -13.65 305.812 3.068 61.3608
178.788 -37.434 -13.95 307.991 3.068 61.3601
178.759 -37.417 -14.25 310.171 3.068 61.3609
178.730 -37.401 -14.55 312.350 3.068 61.3618
178.701 -37.384 -14.85 314.530 3.068 61.3639
178.931 -37.583 -12.14 265.174 3.109 62.186
178.904 -37.567 -12.41 265.729 3.109 62.1785
178.876 -37.551 -12.68 266.283 3.109 62.1718
178.849 -37.535 -12.95 266.837 3.108 62.1664
178.821 -37.519 -13.23 267.391 3.108 62.1609
178.794 -37.503 -13.50 267.946 3.108 62.1557
178.766 -37.487 -13.77 268.500 3.108 62.1514
178.739 -37.471 -14.05 269.055 3.107 62.1473
178.711 -37.456 -14.32 269.609 3.107 62.1442
178.684 -37.440 -14.59 270.163 3.107 62.1413
178.656 -37.424 -14.86 270.718 3.107 62.1393
178.913 -37.638 -12.14 265.129 3.091 61.8264
178.886 -37.622 -12.41 265.687 3.091 61.8187
178.858 -37.606 -12.68 266.244 3.091 61.8119
178.830 -37.590 -12.95 266.802 3.090 61.8057
178.802 -37.574 -13.23 267.360 3.090 61.8001
178.774 -37.558 -13.50 267.918 3.090 61.7951
178.746 -37.542 -13.77 268.476 3.090 61.7907
178.718 -37.525 -14.05 269.034 3.089 61.7866
178.690 -37.509 -14.32 269.592 3.089 61.7834
178.662 -37.493 -14.59 270.150 3.089 61.7809
178.634 -37.477 -14.86 270.708 3.089 61.7789
178.896 -37.694 -12.14 265.083 3.073 61.4656
178.867 -37.677 -12.41 265.644 3.073 61.4583
178.839 -37.661 -12.68 266.206 3.073 61.4513
178.811 -37.645 -12.95 266.767 3.072 61.445
178.782 -37.628 -13.23 267.329 3.072 61.4393
178.754 -37.612 -13.50 267.890 3.072 61.4332
178.726 -37.596 -13.77 268.452 3.071 61.4288
178.697 -37.579 -14.05 269.014 3.071 61.4249
178.669 -37.563 -14.32 269.575 3.071 61.422
178.641 -37.547 -14.59 270.137 3.071 61.4195
178.613 -37.530 -14.86 270.699 3.071 58.8994
178.878 -37.749 -12.14 265.036 3.055 61.106
178.849 -37.733 -12.41 265.601 3.055 61.0985
178.820 -37.716 -12.68 266.166 3.055 61.0905
178.792 -37.700 -12.95 266.731 3.054 61.0843
178.763 -37.683 -13.23 267.297 3.054 61.0785
178.734 -37.666 -13.50 267.862 3.054 61.0726
178.706 -37.650 -13.77 268.427 3.053 61.0681
178.677 -37.633 -14.05 268.993 3.053 61.0645
178.648 -37.617 -14.32 269.558 3.053 56.7251
178.619 -37.600 -14.59 270.124 3.053 48.7243
178.591 -37.584 -14.86 270.689 3.053 40.6634
178.860 -37.805 -12.14 264.989 3.037 60.7455
178.831 -37.788 -12.41 265.557 3.037 60.7379
178.802 -37.771 -12.68 266.126 3.037 60.73
178.773 -37.755 -12.95 266.695 3.036 56.4727
178.744 -37.738 -13.23 267.264 3.036 51.61
178.714 -37.721 -13.50 267.834 3.036 46.8088
178.685 -37.704 -13.77 268.403 3.035 41.9488
178.656 -37.687 -14.05 268.972 3.035 37.0894
178.627 -37.670 -14.32 269.541 3.035 32.2316
178.598 -37.654 -14.59 270.110 3.035 27.4347
178.569 -37.637 -14.86 270.679 3.035 22.5784
178.838 -37.854 -12.14 277.658 3.020 47.9012
178.809 -37.838 -12.41 275.396 3.020 44.4528
178.781 -37.822 -12.68 273.134 3.020 41.0047
178.753 -37.805 -12.95 270.873 3.019 37.6191
178.725 -37.789 -13.23 268.611 3.019 34.1735
178.697 -37.773 -13.50 266.349 3.019 30.7295
178.669 -37.757 -13.77 264.088 3.018 27.3468
178.641 -37.740 -14.05 261.826 3.018 23.9039
178.613 -37.724 -14.32 259.565 3.018 20.4622
178.585 -37.708 -14.59 257.303 3.018 17.081
178.557 -37.692 -14.86 255.041 3.018 13.6403
178.811 -37.896 -12.14 277.691 3.004 51.3725
178.785 -37.882 -12.41 275.414 3.004 47.5811
178.759 -37.867 -12.68 273.137 3.004 43.7916
178.733 -37.852 -12.95 270.860 3.003 40.0634
178.708 -37.837 -13.23 268.583 3.003 36.2757
178.682 -37.822 -13.50 266.307 3.003 32.5494
178.656 -37.807 -13.77 264.030 3.002 28.764
178.631 -37.793 -14.05 261.753 3.002 24.979
178.605 -37.778 -14.32 259.477 3.002 21.255
178.579 -37.763 -14.59 257.200 3.002 17.4716
178.554 -37.748 -14.86 254.923 3.002 13.7485
178.783 -37.939 -12.14 277.724 2.988 54.7435
178.760 -37.925 -12.41 275.432 2.988 50.6742
178.737 -37.912 -12.68 273.140 2.988 46.5465
178.714 -37.899 -12.95 270.848 2.987 42.479
178.690 -37.885 -13.23 268.556 2.987 38.3535
178.667 -37.872 -13.50 266.264 2.987 34.2887
178.644 -37.858 -13.77 263.972 2.987 30.1647
178.621 -37.845 -14.05 261.680 2.986 26.1014
178.597 -37.831 -14.32 259.388 2.986 21.9787
178.574 -37.818 -14.59 257.096 2.986 17.9166
178.551 -37.805 -14.86 254.804 2.986 13.7952
178.756 -37.981 -12.14 277.757 2.972 58.1345
178.736 -37.969 -12.41 275.450 2.972 53.7308
178.715 -37.957 -12.68 273.142 2.972 49.2688
178.694 -37.945 -12.95 270.835 2.971 44.8672
178.673 -37.933 -13.23 268.527 2.971 40.4072
178.652 -37.921 -13.50 266.220 2.971 36.0075
178.631 -37.909 -13.77 263.913 2.971 31.5491
178.611 -37.897 -14.05 261.605 2.971 27.1509
178.590 -37.885 -14.32 259.298 2.970 22.6939
178.569 -37.873 -14.59 256.991 2.970 18.2968
178.548 -37.861 -14.86 254.683 2.970 13.9003
178.729 -38.024 -12.14 277.791 2.956 59.122
178.711 -38.013 -12.41 275.468 2.956 56.6933
178.692 -38.003 -12.68 273.145 2.956 51.9599
178.674 -37.992 -12.95 270.822 2.955 47.2274
178.656 -37.981 -13.23 268.499 2.955 42.4367
178.637 -37.971 -13.50 266.176 2.955 37.7059
178.619 -37.960 -13.77 263.853 2.955 32.9759
178.601 -37.949 -14.05 261.530 2.955 28.1875
178.582 -37.939 -14.32 259.207 2.955 23.4589
178.564 -37.928 -14.59 256.884 2.954 18.6717
178.545 -37.918 -14.86 254.561 2.954 13.9441
178.702 -38.066 -12.14 277.825 2.940 58.8009
178.686 -38.057 -12.41 275.486 2.940 58.7966
178.670 -38.048 -12.68 273.148 2.940 54.6182
178.654 -38.039 -12.95 270.809 2.939 49.5595
