#long lat depth rake slip_deficit_mm/yr uncertainty_mm/yr
177.777 -38.442 -22.50 294.238 9.459 4.30465
177.748 -38.426 -23.50 294.724 8.589 4.68213
177.719 -38.409 -24.50 295.210 7.719 5.11365
177.789 -38.523 -20.50 293.439 10.366 3.52407
177.759 -38.506 -21.50 293.929 9.577 3.95185
177.730 -38.488 -22.50 294.418 8.787 4.3798
177.700 -38.471 -23.50 294.908 7.997 4.80805
177.671 -38.454 -24.50 295.398 7.207 5.23646
177.742 -38.569 -20.50 293.614 9.545 3.55083
177.712 -38.552 -21.50 294.108 8.834 4.02852
177.682 -38.534 -22.50 294.601 8.123 4.45349
177.652 -38.517 -23.50 295.095 7.412 4.87862
177.622 -38.500 -24.50 295.588 6.701 5.30404
177.695 -38.615 -20.50 293.792 8.735 3.62949
177.665 -38.598 -21.50 294.290 8.102 4.05111
177.635 -38.580 -22.50 294.787 7.469 4.52557
177.604 -38.563 -23.50 295.285 6.835 4.94761
177.574 -38.546 -24.50 295.782 6.202 5.42263
177.648 -38.662 -20.50 293.973 7.936 3.6544
177.617 -38.644 -21.50 294.475 7.380 4.12509
177.587 -38.626 -22.50 294.976 6.823 4.59612
177.556 -38.609 -23.50 295.477 6.267 5.06738
177.526 -38.591 -24.50 295.978 5.710 5.53905
177.608 -38.708 -20.42 289.775 7.559 3.62828
177.583 -38.693 -21.25 290.262 7.128 3.99181
177.557 -38.678 -22.08 290.750 6.698 4.40748
177.531 -38.663 -22.92 291.237 6.267 4.77142
177.506 -38.649 -23.75 291.724 5.836 5.18752
177.480 -38.634 -24.58 292.211 5.405 5.5519
177.571 -38.751 -20.42 289.907 7.508 3.60388
177.545 -38.736 -21.25 290.398 7.080 3.96505
177.519 -38.721 -22.08 290.889 6.653 4.32643
177.493 -38.706 -22.92 291.380 6.225 4.73953
177.467 -38.691 -23.75 291.871 5.797 5.10134
177.441 -38.676 -24.58 292.361 5.369 5.4634
177.533 -38.794 -20.42 290.042 7.457 3.57951
177.507 -38.779 -21.25 290.536 7.033 3.93824
177.481 -38.764 -22.08 291.031 6.608 4.29726
177.455 -38.748 -22.92 291.525 6.183 4.65649
177.429 -38.733 -23.75 292.019 5.758 5.01587
177.402 -38.718 -24.58 292.513 5.333 5.37562
177.496 -38.837 -20.42 290.179 7.406 3.55509
177.470 -38.822 -21.25 290.676 6.985 3.91153
177.443 -38.806 -22.08 291.174 6.563 4.2173
177.417 -38.791 -22.92 291.672 6.141 4.57412
177.390 -38.776 -23.75 292.169 5.719 4.93125
177.364 -38.760 -24.58 292.667 5.297 5.28854
177.459 -38.880 -20.42 290.317 7.356 3.53074
177.432 -38.864 -21.25 290.818 6.937 3.83431
177.405 -38.849 -22.08 291.320 6.518 4.18853
177.378 -38.834 -22.92 291.821 6.099 4.54301
177.352 -38.818 -23.75 292.322 5.680 4.84725
177.325 -38.803 -24.58 292.823 5.261 5.20222
177.420 -38.927 -20.42 288.004 7.301 3.65474
177.393 -38.911 -21.25 288.532 6.886 3.95616
177.366 -38.896 -22.08 289.059 6.470 4.25773
177.339 -38.880 -22.92 289.586 6.054 4.55961
177.312 -38.864 -23.75 290.113 5.639 4.86172
177.285 -38.849 -24.58 290.640 5.223 5.164
177.379 -38.978 -20.42 288.148 7.243 4.0228
177.352 -38.962 -21.25 288.680 6.831 4.27232
177.324 -38.946 -22.08 289.211 6.419 4.47229
177.297 -38.931 -22.92 289.743 6.006 4.72213
177.270 -38.915 -23.75 290.274 5.594 4.97229
177.242 -38.899 -24.58 290.805 5.181 5.17286
177.339 -39.029 -20.42 288.294 7.184 4.3352
177.311 -39.013 -21.25 288.830 6.776 4.53364
177.283 -38.997 -22.08 289.366 6.367 4.68288
177.256 -38.981 -22.92 289.902 5.958 4.88159
177.228 -38.965 -23.75 290.438 5.549 5.03118
177.200 -38.949 -24.58 290.974 5.140 5.23029
177.298 -39.080 -20.42 288.442 7.126 4.69099
177.270 -39.064 -21.25 288.983 6.721 4.79008
177.242 -39.048 -22.08 289.524 6.316 4.88942
177.214 -39.031 -22.92 290.064 5.910 4.9889
177.186 -39.015 -23.75 290.604 5.504 5.13746
177.158 -38.999 -24.58 291.145 5.099 5.23726
177.258 -39.131 -20.42 288.593 7.068 4.99183
177.229 -39.115 -21.25 289.139 6.666 5.04187
177.201 -39.098 -22.08 289.684 6.264 5.09213
177.172 -39.082 -22.92 290.229 5.862 5.1425
177.144 -39.065 -23.75 290.774 5.460 5.19287
177.116 -39.049 -24.58 291.318 5.057 5.24349
177.212 -39.179 -20.42 297.854 7.010 5.09538
177.184 -39.162 -21.25 298.100 6.612 5.09712
177.155 -39.146 -22.08 298.346 6.213 5.09896
177.127 -39.129 -22.92 298.592 5.815 5.10089
177.098 -39.113 -23.75 298.837 5.416 5.10298
177.070 -39.097 -24.58 299.082 5.017 5.15324
177.162 -39.224 -20.42 298.091 6.953 4.91115
177.134 -39.207 -21.25 298.339 6.559 4.91292
177.105 -39.191 -22.08 298.587 6.163 4.9148
177.077 -39.174 -22.92 298.834 5.768 4.8691
177.048 -39.158 -23.75 299.081 5.373 4.87112
177.020 -39.141 -24.58 299.329 4.977 4.87323
177.112 -39.268 -20.42 298.332 6.897 4.72932
177.084 -39.252 -21.25 298.581 6.505 4.68383
177.055 -39.235 -22.08 298.831 6.114 4.68581
177.027 -39.219 -22.92 299.080 5.722 4.68775
176.998 -39.203 -23.75 299.330 5.329 4.64243
176.970 -39.186 -24.58 299.579 4.937 4.64452
177.062 -39.313 -20.42 298.576 6.840 4.54991
177.034 -39.297 -21.25 298.828 6.452 4.50483
177.005 -39.280 -22.08 299.079 6.064 4.50682
176.977 -39.264 -22.92 299.331 5.675 4.46184
176.948 -39.247 -23.75 299.582 5.286 4.41688
176.920 -39.231 -24.58 299.833 4.897 4.37206
177.013 -39.358 -20.42 298.825 6.784 4.3729
176.984 -39.342 -21.25 299.079 6.399 4.32824
176.955 -39.325 -22.08 299.332 6.014 4.28368
176.927 -39.309 -22.92 299.585 5.629 4.23908
176.898 -39.292 -23.75 299.838 5.243 4.19459
176.870 -39.276 -24.58 300.091 4.857 4.15005
176.963 -39.403 -20.42 299.078 6.728 4.1983
176.934 -39.386 -21.25 299.333 6.346 4.15401
176.906 -39.370 -22.08 299.589 5.965 4.10987
176.877 -39.353 -22.92 299.844 5.583 4.01946
176.848 -39.337 -23.75 300.099 5.200 3.97534
176.820 -39.321 -24.58 300.354 4.818 3.88499
176.914 -39.448 -20.42 297.286 7.155 3.98028
176.885 -39.432 -21.25 297.359 6.860 3.93648
176.857 -39.415 -22.08 297.432 6.566 3.89262
176.829 -39.399 -22.92 297.504 6.271 3.84888
176.800 -39.383 -23.75 297.576 5.976 3.80507
176.772 -39.366 -24.58 297.648 5.681 3.76136
176.866 -39.494 -20.42 297.528 8.053 3.72017
176.838 -39.478 -21.25 297.602 7.927 3.72213
176.810 -39.461 -22.08 297.675 7.801 3.72406
176.781 -39.445 -22.92 297.747 7.676 3.68062
176.753 -39.429 -23.75 297.820 7.550 3.68267
176.725 -39.412 -24.58 297.892 7.424 3.63929
176.819 -39.540 -20.42 297.775 8.935 3.46396
176.791 -39.523 -21.25 297.848 8.975 3.51081
176.763 -39.507 -22.08 297.921 9.015 3.51272
176.734 -39.491 -22.92 297.994 9.056 3.51472
176.706 -39.475 -23.75 298.067 9.097 3.56186
176.678 -39.459 -24.58 298.139 9.138 3.564
176.771 -39.585 -20.42 298.025 9.801 3.21162
176.743 -39.569 -21.25 298.099 10.004 3.25804
176.715 -39.553 -22.08 298.172 10.208 3.30451
176.687 -39.537 -22.92 298.246 10.412 3.35115
176.660 -39.521 -23.75 298.319 10.617 3.39785
176.632 -39.505 -24.58 298.391 10.822 3.44473
176.723 -39.631 -20.42 298.280 10.651 2.96314
176.696 -39.615 -21.25 298.354 11.015 3.05331
176.668 -39.599 -22.08 298.428 11.379 3.14373
176.640 -39.583 -22.92 298.501 11.744 3.23423
176.613 -39.567 -23.75 298.574 12.110 3.28057
176.585 -39.551 -24.58 298.647 12.477 3.37138
176.676 -39.677 -20.42 298.539 11.486 2.71852
176.648 -39.661 -21.25 298.613 12.007 2.85176
176.621 -39.645 -22.08 298.688 12.530 2.9413
176.593 -39.629 -22.92 298.761 13.053 3.07495
176.566 -39.613 -23.75 298.835 13.577 3.16486
176.538 -39.598 -24.58 298.908 14.102 3.29893
176.629 -39.725 -20.42 294.335 11.615 2.56402
176.602 -39.709 -21.25 294.505 12.156 2.69607
176.575 -39.694 -22.08 294.675 12.697 2.82827
176.547 -39.678 -22.92 294.844 13.240 2.96076
176.520 -39.662 -23.75 295.013 13.783 3.09348
176.493 -39.646 -24.58 295.182 14.328 3.22637
176.584 -39.776 -20.42 294.572 11.057 2.54044
176.557 -39.760 -21.25 294.743 11.482 2.67129
176.530 -39.744 -22.08 294.915 11.908 2.80242
176.503 -39.729 -22.92 295.085 12.334 2.93378
176.475 -39.713 -23.75 295.256 12.762 3.0653
176.448 -39.697 -24.58 295.426 13.190 3.24034
176.539 -39.827 -20.42 294.814 10.508 2.47425
176.512 -39.811 -21.25 294.987 10.819 2.60393
176.485 -39.795 -22.08 295.159 11.131 2.77661
176.458 -39.780 -22.92 295.331 11.444 2.90678
176.431 -39.764 -23.75 295.503 11.757 3.07994
176.404 -39.748 -24.58 295.674 12.071 3.21069
176.494 -39.877 -20.42 295.060 9.967 2.40891
176.467 -39.862 -21.25 295.234 10.166 2.57971
176.440 -39.846 -22.08 295.408 10.367 2.70847
176.413 -39.831 -22.92 295.581 10.567 2.87983
176.386 -39.815 -23.75 295.754 10.769 3.05155
176.359 -39.799 -24.58 295.927 10.970 3.22352
176.449 -39.928 -20.42 295.311 9.434 2.34435
176.422 -39.913 -21.25 295.487 9.525 2.51364
176.395 -39.897 -22.08 295.662 9.615 2.68317
176.368 -39.882 -22.92 295.837 9.706 2.85301
176.341 -39.866 -23.75 296.011 9.797 3.02315
176.314 -39.850 -24.58 296.185 9.888 3.19361
176.404 -39.979 -20.42 295.567 8.911 2.32215
176.377 -39.963 -21.25 295.744 8.893 2.48985
176.350 -39.948 -22.08 295.920 8.876 2.65786
176.323 -39.932 -22.92 296.096 8.859 2.82617
176.296 -39.917 -23.75 296.272 8.842 2.9948
176.270 -39.901 -24.58 296.447 8.825 3.16376
176.359 -40.030 -20.42 295.828 8.395 2.25892
176.332 -40.014 -21.25 296.006 8.272 2.42507
176.305 -39.999 -22.08 296.184 8.149 2.63266
176.279 -39.983 -22.92 296.361 8.026 2.79946
176.252 -39.968 -23.75 296.538 7.903 2.96659
176.225 -39.952 -24.58 296.715 7.780 3.17529
176.314 -40.082 -20.42 293.769 9.052 2.19603
176.287 -40.067 -21.25 294.283 8.747 2.40127
176.260 -40.051 -22.08 294.795 8.442 2.56616
176.233 -40.036 -22.92 295.308 8.137 2.77214
176.207 -40.020 -23.75 295.820 7.831 2.93772
176.180 -40.005 -24.58 296.331 7.525 3.14454
176.270 -40.137 -20.42 294.027 10.845 2.13344
176.242 -40.121 -21.25 294.546 10.285 2.33662
176.215 -40.105 -22.08 295.064 9.725 2.54023
176.188 -40.090 -22.92 295.581 9.163 2.70391
176.161 -40.074 -23.75 296.098 8.601 2.90832
176.134 -40.058 -24.58 296.615 8.038 3.11316
176.225 -40.191 -20.42 294.290 12.599 2.1115
176.198 -40.175 -21.25 294.814 11.790 2.31276
176.170 -40.160 -22.08 295.337 10.979 2.47451
176.143 -40.144 -22.92 295.860 10.167 2.67651
176.115 -40.128 -23.75 296.383 9.354 2.879
176.088 -40.112 -24.58 296.904 8.540 3.08193
176.181 -40.246 -20.42 294.559 14.316 2.05023
176.153 -40.230 -21.25 295.088 13.262 2.24949
176.125 -40.214 -22.08 295.617 12.206 2.44911
176.097 -40.198 -22.92 296.145 11.149 2.64924
176.070 -40.182 -23.75 296.673 10.090 2.84974
176.042 -40.166 -24.58 297.200 9.029 3.01108
176.136 -40.300 -20.42 294.833 15.994 1.98984
176.108 -40.284 -21.25 295.368 14.701 2.1871
176.080 -40.268 -22.08 295.902 13.406 2.38474
176.052 -40.252 -22.92 296.436 12.109 2.58283
176.024 -40.235 -23.75 296.969 10.809 2.78139
175.996 -40.219 -24.58 297.501 9.507 2.98042
176.088 -40.349 -20.42 306.275 17.237 1.9705
176.060 -40.333 -21.25 306.393 15.857 2.20503
176.032 -40.316 -22.08 306.509 14.474 2.40155
176.004 -40.300 -22.92 306.625 13.087 2.5986
175.976 -40.284 -23.75 306.740 11.698 2.79625
175.947 -40.268 -24.58 306.854 10.305 3.03349
176.035 -40.392 -20.42 306.720 18.062 1.99106
176.007 -40.375 -21.25 306.957 16.742 2.22472
175.979 -40.359 -22.08 307.192 15.418 2.4209
175.952 -40.343 -22.92 307.425 14.090 2.65646
175.924 -40.327 -23.75 307.657 12.758 2.89306
175.896 -40.311 -24.58 307.886 11.421 3.09212
175.982 -40.434 -20.42 307.173 18.870 2.01112
175.955 -40.418 -21.25 307.530 17.611 2.24396
175.927 -40.403 -22.08 307.885 16.348 2.47818
175.900 -40.387 -22.92 308.237 15.079 2.71371
175.872 -40.371 -23.75 308.586 13.806 2.95077
175.845 -40.355 -24.58 308.931 12.527 3.18934
175.930 -40.477 -20.42 307.634 19.662 1.99296
175.902 -40.461 -21.25 308.114 18.465 2.2628
175.875 -40.446 -22.08 308.589 17.263 2.53457
175.848 -40.430 -22.92 309.060 16.056 2.7705
175.821 -40.414 -23.75 309.527 14.843 3.04634
175.793 -40.398 -24.58 309.988 13.623 3.28624
175.877 -40.520 -20.42 308.104 20.438 2.01219
175.850 -40.504 -21.25 308.707 19.304 2.28124
175.823 -40.489 -22.08 309.304 18.166 2.5527
175.796 -40.473 -22.92 309.895 17.021 2.82673
175.769 -40.457 -23.75 310.479 15.870 3.10348
175.742 -40.442 -24.58 311.057 14.712 3.38311
175.824 -40.563 -20.42 308.582 21.198 2.03088
175.798 -40.547 -21.25 309.310 20.129 2.29929
175.771 -40.532 -22.08 310.030 19.055 2.60784
175.744 -40.516 -22.92 310.742 17.975 2.88253
175.717 -40.501 -23.75 311.444 16.889 3.16058
175.691 -40.485 -24.58 312.136 15.794 3.47992
175.772 -40.605 -20.42 309.069 21.942 2.0491
175.745 -40.590 -21.25 309.924 20.939 2.31699
175.719 -40.575 -22.08 310.768 19.932 2.62538
175.692 -40.560 -22.92 311.600 18.919 2.93797
175.666 -40.544 -23.75 312.419 17.899 3.25514
175.639 -40.529 -24.58 313.226 16.871 3.57699
175.719 -40.648 -20.42 309.565 22.671 2.03049
175.693 -40.633 -21.25 310.548 21.735 2.37083
175.667 -40.618 -22.08 311.516 20.797 2.67952
175.640 -40.603 -22.92 312.469 19.853 2.99311
175.614 -40.588 -23.75 313.405 18.902 3.31211
175.588 -40.572 -24.58 314.325 17.944 3.67427
175.666 -40.692 -20.42 309.845 22.468 2.04744
175.639 -40.676 -21.25 311.550 21.560 2.3502
175.613 -40.661 -22.08 313.237 20.648 2.69444
175.587 -40.646 -22.92 314.906 19.731 3.04462
175.560 -40.631 -23.75 316.557 18.806 3.36434
175.534 -40.616 -24.58 318.188 17.872 3.7276
175.612 -40.736 -20.42 310.303 21.360 2.02782
175.585 -40.720 -21.25 312.010 20.437 2.36446
175.558 -40.705 -22.08 313.698 19.508 2.70683
175.531 -40.689 -22.92 315.368 18.572 3.05551
175.504 -40.674 -23.75 317.017 17.627 3.41086
175.477 -40.658 -24.58 318.647 16.672 3.7733
175.557 -40.780 -20.42 310.770 20.271 2.00826
175.530 -40.764 -21.25 312.479 19.332 2.34265
175.503 -40.748 -22.08 314.168 18.386 2.71883
175.475 -40.733 -22.92 315.837 17.431 3.06599
175.448 -40.717 -23.75 317.485 16.466 3.45643
175.421 -40.701 -24.58 319.112 15.488 3.81812
175.503 -40.824 -20.42 311.246 19.200 1.9889
175.475 -40.808 -21.25 312.956 18.246 2.35623
175.448 -40.792 -22.08 314.646 17.282 2.73038
175.420 -40.776 -22.92 316.314 16.309 3.07607
175.392 -40.760 -23.75 317.961 15.322 3.46498
175.364 -40.744 -24.58 319.585 14.322 3.86208
175.449 -40.868 -20.42 311.732 18.147 1.96963
175.421 -40.852 -21.25 313.443 17.177 2.33442
175.393 -40.836 -22.08 315.132 16.197 2.70636
175.364 -40.819 -22.92 316.799 15.203 3.12124
175.336 -40.803 -23.75 318.444 14.196 3.50899
175.308 -40.787 -24.58 320.065 13.173 3.90519
175.395 -40.913 -20.42 312.227 17.113 1.95055
175.366 -40.896 -21.25 313.938 16.127 2.34737
175.337 -40.879 -22.08 315.627 15.128 2.71729
175.309 -40.863 -22.92 317.293 14.115 3.13027
175.280 -40.846 -23.75 318.935 13.087 3.55212
175.251 -40.830 -24.58 320.552 12.040 3.94749
175.353 -40.962 -20.31 298.141 17.220 1.87396
175.330 -40.949 -20.94 300.525 16.474 2.1593
175.308 -40.936 -21.56 302.891 15.719 2.44988
175.286 -40.923 -22.19 305.238 14.955 2.74605
175.263 -40.910 -22.81 307.568 14.178 3.01326
175.241 -40.897 -23.44 309.879 13.390 3.32078
175.218 -40.884 -24.06 312.171 12.589 3.63452
175.196 -40.871 -24.69 314.445 11.774 3.95468
175.316 -41.012 -20.31 297.100 18.136 1.84495
175.292 -40.999 -20.94 299.718 17.394 2.09517
175.268 -40.985 -21.56 302.307 16.640 2.35175
175.244 -40.971 -22.19 304.866 15.871 2.61508
175.220 -40.957 -22.81 307.394 15.086 2.91924
175.197 -40.944 -23.44 309.892 14.282 3.19712
175.173 -40.930 -24.06 312.360 13.459 3.48252
175.149 -40.916 -24.69 314.798 12.615 3.77566
175.278 -41.063 -20.31 295.986 18.958 1.81441
175.253 -41.048 -20.94 298.861 18.232 2.03149
175.228 -41.034 -21.56 301.691 17.490 2.28791
175.203 -41.019 -22.19 304.475 16.728 2.52015
175.177 -41.005 -22.81 307.213 15.945 2.79337
175.152 -40.990 -23.44 309.906 15.137 3.04198
175.127 -40.976 -24.06 312.554 14.302 3.33333
175.102 -40.961 -24.69 315.158 13.439 3.59952
175.241 -41.113 -20.31 294.792 19.690 1.78245
175.214 -41.098 -20.94 297.949 18.989 1.99904
175.188 -41.083 -21.56 301.040 18.269 2.19302
175.161 -41.067 -22.19 304.065 17.526 2.42694
175.135 -41.052 -22.81 307.025 16.755 2.6703
175.108 -41.037 -23.44 309.920 15.954 2.92352
175.082 -41.021 -24.06 312.753 15.118 3.18694
175.055 -41.006 -24.69 315.525 14.245 3.46094
175.204 -41.164 -20.31 293.511 20.333 1.74913
175.176 -41.148 -20.94 296.976 19.667 1.93539
175.148 -41.131 -21.56 300.350 18.979 2.13065
175.120 -41.115 -22.19 303.634 18.265 2.33545
175.092 -41.099 -22.81 306.828 17.518 2.55001
175.064 -41.083 -23.44 309.935 16.734 2.80738
175.036 -41.067 -24.06 312.958 15.907 3.04344
175.008 -41.051 -24.69 315.899 15.034 3.29016
175.166 -41.214 -20.31 292.135 20.892 1.7147
175.137 -41.197 -20.94 295.938 20.266 1.87234
175.108 -41.180 -21.56 299.619 19.620 2.06861
175.078 -41.163 -22.19 303.180 18.945 2.24568
175.049 -41.146 -22.81 306.622 18.232 2.46369
175.020 -41.129 -23.44 309.950 17.476 2.66156
174.990 -41.113 -24.06 313.168 16.669 2.90265
174.961 -41.096 -24.69 316.281 15.805 3.12221
175.121 -41.263 -20.31 302.021 21.383 1.88716
175.091 -41.246 -20.94 304.119 20.852 2.04941
175.062 -41.229 -21.56 306.083 20.304 2.22159
175.032 -41.212 -22.19 307.912 19.728 2.37449
175.002 -41.195 -22.81 309.612 19.116 2.56676
174.972 -41.178 -23.44 311.187 18.461 2.76968
174.943 -41.160 -24.06 312.641 17.756 2.98361
174.913 -41.143 -24.69 313.982 16.994 3.20861
175.068 -41.312 -20.31 302.534 21.846 2.25637
175.039 -41.295 -20.94 304.470 21.456 2.39905
175.010 -41.278 -21.56 306.279 21.051 2.57861
174.981 -41.261 -22.19 307.965 20.623 2.73926
174.952 -41.244 -22.81 309.530 20.165 2.9386
174.922 -41.227 -23.44 310.980 19.671 3.11759
174.893 -41.211 -24.06 312.319 19.136 3.30538
174.864 -41.194 -24.69 313.554 18.554 3.53458
175.015 -41.360 -20.31 303.065 22.281 2.61122
174.987 -41.343 -20.94 304.833 22.025 2.76201
174.958 -41.327 -21.56 306.483 21.758 2.92123
174.929 -41.310 -22.19 308.019 21.471 3.08891
174.901 -41.294 -22.81 309.444 21.161 3.26506
174.872 -41.277 -23.44 310.764 20.820 3.44967
174.844 -41.261 -24.06 311.984 20.446 3.64273
174.815 -41.244 -24.69 313.108 20.034 3.81218
174.962 -41.408 -20.31 303.617 22.687 2.97758
174.934 -41.392 -20.94 305.210 22.561 3.11008
174.906 -41.376 -21.56 306.695 22.425 3.24946
174.878 -41.359 -22.19 308.076 22.273 3.42344
174.850 -41.343 -22.81 309.356 22.103 3.57668
174.822 -41.327 -23.44 310.540 21.908 3.7365
174.794 -41.311 -24.06 311.634 21.686 3.93302
174.766 -41.295 -24.69 312.641 21.434 4.10614
174.909 -41.456 -20.31 304.189 23.064 3.30334
174.882 -41.440 -20.94 305.601 23.062 3.44354
174.854 -41.424 -21.56 306.915 23.052 3.58999
174.827 -41.409 -22.19 308.134 23.029 3.74286
174.800 -41.393 -22.81 309.263 22.991 3.87347
174.772 -41.377 -23.44 310.306 22.935 4.03777
174.745 -41.361 -24.06 311.269 22.857 4.20797
174.717 -41.345 -24.69 312.154 22.755 4.38385
174.852 -41.499 -20.36 313.178 22.339 5.57058
174.821 -41.481 -21.07 314.337 22.446 5.60543
174.791 -41.463 -21.79 315.357 22.541 5.63755
174.760 -41.446 -22.50 316.247 22.617 5.63843
174.730 -41.428 -23.21 317.015 22.670 5.66049
174.699 -41.411 -23.93 317.670 22.696 5.67616
174.669 -41.393 -24.64 318.218 22.691 5.68497
174.793 -41.538 -20.36 313.055 20.576 9.4513
174.764 -41.521 -21.07 314.420 20.765 9.29641
174.735 -41.504 -21.79 315.605 20.936 9.11334
174.705 -41.487 -22.50 316.623 21.082 8.89778
174.676 -41.470 -23.21 317.489 21.197 8.64695
174.647 -41.453 -23.93 318.215 21.276 8.35722
174.617 -41.436 -24.64 318.814 21.316 8.02665
174.735 -41.577 -20.36 312.919 18.884 12.9322
174.707 -41.560 -21.07 314.511 19.149 12.6626
174.678 -41.544 -21.79 315.870 19.390 12.3333
174.650 -41.528 -22.50 317.021 19.599 11.9628
174.622 -41.511 -23.21 317.984 19.769 11.4933
174.594 -41.495 -23.93 318.779 19.894 10.9447
174.565 -41.479 -24.64 319.424 19.969 10.3127
174.676 -41.616 -20.36 312.769 17.262 16.0122
174.649 -41.600 -21.07 314.609 17.599 15.7041
174.622 -41.584 -21.79 316.156 17.904 15.3223
174.595 -41.569 -22.50 317.443 18.169 14.8082
174.568 -41.553 -23.21 318.503 18.386 14.2004
174.541 -41.537 -23.93 319.364 18.548 13.4394
174.514 -41.522 -24.64 320.048 18.650 12.5724
174.618 -41.655 -20.36 312.602 15.712 18.692
174.592 -41.640 -21.07 314.717 16.113 18.4423
174.566 -41.625 -21.79 316.463 16.477 18.0319
174.540 -41.610 -22.50 317.892 16.792 17.4856
174.514 -41.595 -23.21 319.047 17.049 16.7432
174.488 -41.580 -23.93 319.968 17.240 15.8423
174.462 -41.565 -24.64 320.688 17.360 14.7492
174.560 -41.694 -20.36 312.416 14.233 18.9616
174.535 -41.679 -21.07 314.836 14.693 20.405
174.510 -41.665 -21.79 316.796 15.110 20.508
174.485 -41.651 -22.50 318.369 15.468 19.9474
174.460 -41.636 -23.21 319.618 15.756 19.1755
174.435 -41.622 -23.93 320.595 15.968 18.1544
174.410 -41.607 -24.64 321.342 16.096 16.8731
174.497 -41.729 -20.42 318.558 13.392 18.3594
174.469 -41.713 -21.25 322.021 13.998 20.1701
174.441 -41.697 -22.08 324.781 14.534 21.2977
174.413 -41.681 -22.92 326.981 14.977 20.5288
174.385 -41.664 -23.75 328.735 15.312 19.3881
174.357 -41.648 -24.58 330.130 15.527 17.801
174.433 -41.763 -20.42 318.713 13.057 18.0473
174.406 -41.748 -21.25 322.379 13.749 19.9426
174.379 -41.732 -22.08 325.268 14.376 20.9688
174.352 -41.716 -22.92 327.548 14.912 20.2058
174.324 -41.700 -23.75 329.348 15.340 19.0125
174.297 -41.685 -24.58 330.766 15.647 17.334
174.370 -41.798 -20.42 318.874 12.725 17.7355
174.344 -41.782 -21.25 322.746 13.503 19.7159
174.317 -41.767 -22.08 325.762 14.220 20.644
174.291 -41.752 -22.92 328.116 14.848 19.862
174.264 -41.737 -23.75 329.957 15.368 18.611
174.238 -41.721 -24.58 331.396 15.769 16.8623
174.307 -41.832 -20.42 319.041 12.397 17.4238
174.281 -41.817 -21.25 323.121 13.260 19.4901
174.255 -41.802 -22.08 326.262 14.066 20.3231
174.230 -41.787 -22.92 328.687 14.785 19.5441
174.204 -41.773 -23.75 330.565 15.399 18.235
174.178 -41.758 -24.58 332.018 15.893 16.4153
174.243 -41.866 -20.42 319.213 12.073 17.1122
174.218 -41.852 -21.25 323.505 13.019 19.2651
174.193 -41.837 -22.08 326.767 13.913 20.0268
174.169 -41.823 -22.92 329.259 14.724 19.2059
174.144 -41.809 -23.75 331.169 15.431 17.8598
174.119 -41.794 -24.58 332.633 16.020 15.9348
174.180 -41.900 -20.42 319.392 11.753 16.8008
174.156 -41.887 -21.25 323.898 12.781 19.041
174.132 -41.873 -22.08 327.279 13.763 19.7136
174.108 -41.859 -22.92 329.833 14.665 18.8944
174.084 -41.845 -23.75 331.770 15.465 17.4838
174.059 -41.831 -24.58 333.242 16.149 15.4499
174.116 -41.935 -20.42 319.578 11.436 16.4895
174.093 -41.921 -21.25 324.301 12.546 18.8178
174.070 -41.908 -22.08 327.797 13.615 19.4044
174.047 -41.894 -22.92 330.408 14.607 18.561
174.023 -41.881 -23.75 332.368 15.500 17.1081
174.000 -41.868 -24.58 333.843 16.280 14.9593
174.054 -41.972 -20.50 310.168 11.435 16.5516
174.027 -41.956 -21.50 316.326 12.809 19.2399
174.000 -41.940 -22.50 320.810 14.109 18.7795
173.972 -41.925 -23.50 324.165 15.283 17.4738
173.945 -41.909 -24.50 326.738 16.297 15.2029
173.999 -42.015 -20.50 310.197 11.515 16.529
173.972 -41.999 -21.50 316.366 12.889 18.7295
173.945 -41.984 -22.50 320.857 14.186 18.51
173.917 -41.968 -23.50 324.216 15.351 17.5314
173.890 -41.952 -24.50 326.793 16.354 15.6784
173.943 -42.058 -20.50 310.226 11.594 16.5064
173.916 -42.042 -21.50 316.405 12.969 18.2214
173.889 -42.027 -22.50 320.903 14.262 18.241
173.862 -42.011 -23.50 324.268 15.420 17.5884
173.835 -41.996 -24.50 326.847 16.410 16.1521
173.888 -42.101 -20.50 310.256 11.674 16.4839
173.861 -42.085 -21.50 316.445 13.048 17.7329
173.834 -42.070 -22.50 320.950 14.339 17.9951
173.807 -42.055 -23.50 324.319 15.489 17.6457
173.781 -42.039 -24.50 326.902 16.466 16.625
173.832 -42.144 -20.50 310.285 11.753 16.2967
173.805 -42.129 -21.50 316.485 13.128 17.2272
173.779 -42.113 -22.50 320.997 14.415 17.7273
173.752 -42.098 -23.50 324.371 15.557 17.7029
173.726 -42.083 -24.50 326.957 16.522 17.0968
173.778 -42.188 -20.50 307.829 11.278 15.4913
173.751 -42.172 -21.50 313.887 12.700 16.555
173.725 -42.157 -22.50 318.119 14.025 17.2115
173.699 -42.142 -23.50 321.150 15.193 17.3458
173.673 -42.127 -24.50 323.365 16.170 16.8756
173.724 -42.232 -20.50 307.418 10.279 14.5305
173.699 -42.217 -21.50 313.908 11.791 15.7457
173.673 -42.202 -22.50 318.270 13.189 16.459
173.647 -42.188 -23.50 321.299 14.408 16.5616
173.622 -42.173 -24.50 323.457 15.414 15.9958
